EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,Attrition,TenureToIncomeRatio,SatisfactionScore
3575,37,Male,Divorced,High School,Sales,Account Manager,4.7,0.9,4,6440,3,1,3,3,4,No,12.7,0,5,0,0.7298136645962733,2.5
3576,54,Male,Married,Bachelor,IT,Product Manager,2.7,0.8,2,10682,3,3,4,4,4,No,3.1,0,0,0,0.25276165512076393,3.5
3577,51,Female,Divorced,Bachelor,Finance,Finance Manager,3.3,3.3,1,9518,1,4,2,2,4,Yes,4.7,2,1,1,0.3467114940113469,2.25
3578,30,Female,Married,Master,HR,HR Manager,8.0,1.8,0,9393,4,2,2,3,3,No,18.7,0,4,0,0.8516980730331097,2.75
3579,51,Female,Married,Bachelor,Sales,Sales Manager,4.3,2.1,1,6490,1,2,3,4,2,No,13.1,3,2,1,0.6625577812018489,2.5
3580,34,Female,Married,Bachelor,Sales,Sales Executive,2.6,1.4,0,7933,4,2,3,1,3,No,4.4,2,2,1,0.3277448632295475,2.5
3581,52,Male,Married,Bachelor,Operations,Operations Manager,4.6,4.2,0,6732,4,4,3,3,3,No,27.3,3,6,0,0.683303624480095,3.5
3582,28,Male,Married,Master,Operations,Operations Manager,5.8,2.1,3,8174,1,1,2,1,3,No,18.5,1,3,1,0.7095669195008564,1.25
3583,36,Female,Single,Bachelor,Finance,Accountant,6.3,1.5,2,9909,3,3,2,4,3,Yes,8.8,0,3,1,0.6357856494096276,3.0
3584,51,Male,Single,Master,Operations,Supply Chain Analyst,6.0,0.8,0,8579,4,2,4,3,3,No,5.5,0,1,0,0.6993822123790651,3.25
3585,54,Female,Married,PhD,Operations,Operations Manager,7.6,6.7,4,11589,2,2,4,1,4,No,3.3,3,4,1,0.6557942876865993,2.25
3586,51,Male,Single,Bachelor,Operations,Supply Chain Analyst,6.0,1.3,0,7499,3,1,2,3,2,No,6.3,4,1,1,0.8001066808907855,2.25
3587,45,Male,Single,Bachelor,IT,DevOps Engineer,7.9,1.1,1,10580,4,1,1,2,3,No,10.4,2,4,0,0.7466918714555766,2.0
3588,52,Male,Single,Master,HR,HR Manager,6.7,0.7,3,8658,4,4,2,4,3,No,6.6,0,5,0,0.7738507738507739,3.5
3589,26,Female,Married,Bachelor,Operations,Logistics Coordinator,1.2,1.2,1,5693,3,1,4,2,2,No,27.4,1,4,1,0.21078517477604075,2.5
3590,25,Female,Married,Bachelor,HR,Recruiter,3.0,2.2,0,5836,2,3,4,3,1,Yes,6.8,2,2,1,0.5140507196710075,3.0
3591,26,Female,Single,Master,Sales,Account Manager,2.7,2.7,2,8730,1,1,3,3,3,No,6.6,2,6,1,0.30927835051546393,2.0
3592,57,Male,Married,Master,HR,HR Business Partner,6.7,0.4,6,8347,4,3,4,4,3,No,7.3,1,5,0,0.8026835988978077,3.75
3593,52,Male,Single,Master,Finance,Accountant,11.0,4.8,3,12686,1,4,4,4,3,No,4.8,4,2,1,0.8670975878921646,3.25
3594,49,Female,Married,Master,Finance,Accountant,2.4,2.4,1,11073,4,2,4,3,3,Yes,6.2,2,2,1,0.2167434299647792,3.25
3595,47,Female,Divorced,Bachelor,Operations,Operations Manager,9.3,1.9,5,7260,4,3,3,4,3,Yes,0.4,1,4,1,1.2809917355371903,3.5
3596,31,Male,Single,Bachelor,HR,HR Business Partner,9.0,4.2,1,7662,1,1,3,4,2,Yes,2.7,3,0,1,1.1746280344557556,2.25
3597,30,Female,Divorced,Bachelor,HR,HR Business Partner,4.2,1.2,0,5286,1,4,1,1,1,No,3.1,2,0,1,0.7945516458569808,1.75
3598,35,Male,Married,Master,IT,Data Scientist,13.0,2.2,1,13339,1,3,4,1,2,No,1.6,1,4,1,0.9745858010345603,2.25
3599,42,Female,Married,Master,Finance,Financial Analyst,6.0,1.4,3,12489,2,4,3,4,3,No,4.9,1,4,1,0.48042277203939465,3.25
3600,23,Female,Single,Master,HR,HR Business Partner,1.0,1.0,1,6282,1,2,1,1,3,No,13.7,1,1,1,0.1591849729385546,1.25
3601,45,Female,Married,Bachelor,Sales,Account Manager,7.4,2.2,4,8344,2,3,3,2,3,No,15.0,0,1,1,0.8868648130393098,2.5
3602,50,Male,Single,Bachelor,Operations,Operations Manager,2.3,2.3,2,7330,4,1,4,4,4,Yes,15.6,2,6,0,0.31377899045020463,3.25
3603,26,Male,Married,Bachelor,Sales,Sales Executive,2.7,2.0,0,7398,1,1,3,1,4,No,5.8,2,5,1,0.3649635036496351,1.5
3604,22,Female,Divorced,Master,Sales,Sales Executive,0.0,0.0,0,8695,4,2,2,2,3,No,1.2,0,3,1,0.0,2.5
3605,29,Male,Married,Bachelor,Sales,Sales Manager,1.7,1.7,1,7639,4,3,4,2,4,No,27.9,0,0,0,0.22254221756774445,3.25
3606,54,Female,Single,Master,Operations,Supply Chain Analyst,5.8,1.5,1,9852,2,1,4,4,4,No,22.8,1,6,0,0.588712951684937,2.75
3607,22,Female,Married,PhD,Finance,Finance Manager,0.0,0.0,0,11166,1,2,4,2,3,No,9.6,1,0,1,0.0,2.25
3608,34,Male,Married,Bachelor,HR,HR Manager,2.0,2.0,1,6119,2,1,3,2,4,No,2.7,1,3,1,0.3268507926131721,2.0
3609,37,Male,Single,Bachelor,Sales,Sales Manager,2.4,0.8,1,6970,1,2,3,3,3,No,9.5,0,1,1,0.34433285509325684,2.25
3610,22,Female,Single,Master,HR,HR Manager,0.0,0.0,0,7677,2,2,2,2,3,No,7.0,1,3,1,0.0,2.0
3611,23,Male,Single,Master,IT,DevOps Engineer,1.0,1.0,1,10441,2,3,1,1,3,No,5.1,0,2,1,0.09577626664112632,1.75
3612,38,Female,Single,Bachelor,Sales,Sales Executive,12.3,1.0,1,8648,2,3,1,3,3,No,3.5,2,2,1,1.4222941720629048,2.25
3613,49,Male,Divorced,High School,Operations,Logistics Coordinator,7.3,1.3,1,5266,2,4,2,1,3,Yes,1.6,2,1,0,1.3862514242309152,2.25
3614,48,Male,Married,Bachelor,Finance,Accountant,4.7,2.3,2,9461,1,4,1,4,3,No,15.6,1,0,1,0.49677623929817144,2.5
3615,57,Female,Single,Bachelor,Sales,Sales Executive,2.2,2.2,0,8175,3,1,1,3,4,No,1.3,0,1,1,0.2691131498470948,2.0
3616,23,Female,Single,Bachelor,HR,HR Business Partner,1.0,1.0,1,7024,2,2,2,3,3,No,4.8,1,2,1,0.14236902050113895,2.25
3617,42,Female,Divorced,Bachelor,HR,Recruiter,6.5,2.5,0,6743,4,1,3,3,3,No,12.5,1,5,0,0.9639626279104255,2.75
3618,50,Male,Married,Bachelor,Sales,Sales Executive,3.5,1.5,2,7695,3,3,4,3,4,No,12.8,2,5,1,0.4548408057179987,3.25
3619,29,Male,Single,Bachelor,IT,DevOps Engineer,7.0,0.9,0,9690,3,4,3,3,3,No,12.5,1,4,0,0.7223942208462333,3.25
3620,58,Male,Married,Bachelor,IT,Data Scientist,11.9,1.6,0,11406,4,3,2,4,3,No,6.4,6,0,0,1.0433105383131684,3.25
3621,47,Female,Married,Bachelor,IT,DevOps Engineer,6.7,3.4,3,10231,1,1,3,3,3,Yes,11.3,1,3,1,0.6548724464861695,2.0
3622,34,Female,Married,PhD,Finance,Finance Manager,8.5,4.8,2,15556,3,3,2,1,3,No,22.1,2,5,1,0.5464129596297249,2.25
3623,53,Female,Married,Master,Operations,Logistics Coordinator,1.5,1.5,0,8235,3,4,2,4,3,Yes,13.6,1,0,1,0.18214936247723135,3.25
3624,40,Male,Single,Bachelor,Sales,Sales Manager,11.3,4.1,0,8552,2,4,1,3,4,No,7.5,1,2,1,1.3213283442469599,2.5
3625,22,Male,Single,Master,HR,HR Business Partner,0.0,0.0,0,7195,2,3,3,3,3,No,2.5,1,4,1,0.0,2.75
3626,37,Male,Single,Master,Sales,Account Manager,7.7,3.1,1,9967,3,3,4,3,3,Yes,10.5,0,0,0,0.7725494130631082,3.25
3627,32,Male,Married,Bachelor,Finance,Accountant,6.2,0.6,5,9152,2,1,4,1,3,No,13.6,1,5,0,0.6774475524475525,2.0
3628,31,Male,Married,Master,Sales,Sales Manager,7.8,2.8,4,9765,4,3,4,3,3,No,12.1,4,2,0,0.7987711213517664,3.5
3629,56,Male,Single,Bachelor,IT,DevOps Engineer,5.4,1.9,0,10303,1,1,3,1,3,No,4.3,2,4,0,0.5241191885858488,1.5
3630,48,Male,Single,Bachelor,HR,Recruiter,9.7,2.8,9,7957,1,2,3,3,3,Yes,4.2,1,6,1,1.219052406685937,2.25
3631,37,Male,Single,Bachelor,Operations,Operations Manager,6.5,4.1,0,7228,3,4,4,3,3,No,0.7,0,3,0,0.8992805755395684,3.5
3632,36,Female,Married,Bachelor,IT,Data Scientist,8.2,2.4,1,10635,4,1,2,1,3,No,7.6,5,5,1,0.7710390220968499,2.0
3633,33,Male,Married,Master,IT,Data Scientist,2.4,0.4,2,10913,2,3,3,2,3,No,17.1,1,6,0,0.21992119490515896,2.5
3634,27,Female,Married,Bachelor,IT,DevOps Engineer,5.0,2.4,5,10714,3,2,2,2,4,No,3.2,0,5,0,0.4666791114429718,2.25
3635,47,Male,Married,PhD,HR,Recruiter,4.9,4.9,0,9375,3,4,3,4,3,Yes,8.9,1,6,0,0.5226666666666667,3.5
3636,34,Female,Married,PhD,HR,HR Business Partner,12.0,1.3,3,12121,2,3,3,1,3,No,4.3,0,4,1,0.9900173253031928,2.25
3637,31,Male,Single,Master,Operations,Logistics Coordinator,5.2,0.6,1,7842,1,2,3,1,2,No,2.2,3,2,1,0.6630961489415966,1.75
3638,31,Male,Divorced,Bachelor,Operations,Logistics Coordinator,9.0,6.5,0,7813,4,3,2,1,4,Yes,6.4,0,4,0,1.15192627671829,2.5
3639,44,Male,Married,Bachelor,Finance,Accountant,2.7,2.7,2,6169,1,1,4,3,1,No,9.4,0,5,1,0.4376722321283839,2.25
3640,55,Female,Married,Bachelor,Operations,Logistics Coordinator,1.8,1.8,1,5622,4,3,1,2,2,No,8.3,1,0,1,0.32017075773746,2.5
3641,40,Female,Married,Master,Sales,Sales Executive,4.5,3.5,2,9985,3,1,2,3,4,No,1.2,3,0,1,0.4506760140210316,2.25
3642,50,Female,Married,Bachelor,Operations,Logistics Coordinator,3.5,0.9,0,5510,2,3,2,2,2,No,11.2,1,3,1,0.6352087114337568,2.25
3643,42,Male,Divorced,Bachelor,Sales,Sales Manager,5.7,1.9,3,6892,2,1,1,3,3,No,5.1,2,3,1,0.8270458502611724,1.75
3644,34,Male,Married,High School,Operations,Logistics Coordinator,12.0,1.3,1,6355,1,3,3,3,3,No,0.2,3,5,1,1.8882769472856018,2.5
3645,26,Female,Married,Master,IT,Software Engineer,4.0,1.4,2,11516,2,4,1,1,3,Yes,11.2,1,5,1,0.3473428273706148,2.0
3646,29,Male,Married,Master,Sales,Account Manager,0.5,0.5,0,8769,2,4,3,1,4,No,2.2,1,6,1,0.05701904436081651,2.5
3647,24,Female,Single,High School,Sales,Account Manager,2.0,2.0,2,3841,1,3,1,3,2,No,8.9,2,6,1,0.5206977349648528,2.0
3648,57,Male,Single,Bachelor,Sales,Account Manager,3.9,0.9,3,5705,3,4,1,1,1,Yes,5.3,2,2,1,0.6836108676599474,2.25
3649,49,Female,Single,Master,IT,Product Manager,2.8,1.4,2,11260,1,3,1,1,3,Yes,9.8,1,0,1,0.24866785079928952,1.5
3650,29,Male,Married,High School,HR,Recruiter,3.8,1.7,1,5495,3,1,3,2,4,No,6.4,2,5,1,0.6915377616014559,2.25
3651,28,Female,Single,Bachelor,IT,Product Manager,5.2,5.2,0,9692,4,4,1,2,3,No,9.6,0,5,0,0.5365249690466364,2.75
3652,30,Female,Single,Master,Operations,Supply Chain Analyst,8.0,3.3,4,8818,4,4,1,2,3,No,2.6,1,5,0,0.9072352007257882,2.75
3653,30,Female,Married,Bachelor,Sales,Sales Executive,2.0,2.0,1,7151,1,3,2,4,3,No,2.0,0,5,0,0.2796811634736401,2.5
3654,34,Male,Married,PhD,Operations,Operations Manager,3.3,0.8,3,9795,1,2,4,2,3,No,8.0,2,2,1,0.336906584992343,2.25
3655,23,Female,Single,Master,HR,Recruiter,1.0,1.0,1,6875,3,4,2,3,3,Yes,6.0,1,6,1,0.14545454545454545,3.0
3656,43,Male,Single,PhD,HR,HR Manager,8.1,2.6,3,11577,1,3,1,1,3,No,12.1,4,1,1,0.699663125161959,1.5
3657,46,Male,Married,Bachelor,IT,Product Manager,4.2,3.9,0,10377,1,2,2,4,4,Yes,9.0,0,0,1,0.4047412546978896,2.25
3658,53,Female,Single,Bachelor,IT,Product Manager,3.2,0.9,0,8913,2,2,4,3,3,No,7.5,2,2,1,0.3590261415909346,2.75
3659,44,Female,Married,Master,HR,HR Manager,3.4,3.4,3,7041,2,1,3,2,3,No,1.7,2,5,1,0.4828859536997585,2.0
3660,47,Female,Single,Bachelor,HR,HR Business Partner,17.1,4.2,1,8329,4,2,1,4,2,No,17.5,0,3,0,2.0530675951494777,2.75
3661,59,Female,Single,High School,Sales,Sales Manager,1.7,1.7,1,5447,3,2,3,1,4,No,11.0,1,1,1,0.31209840279052686,2.25
3662,31,Female,Married,Master,IT,Software Engineer,2.6,2.1,2,9801,1,1,1,3,2,No,4.6,0,1,0,0.26527905315784106,1.5
3663,35,Female,Married,Bachelor,IT,Product Manager,4.7,4.0,1,9423,2,2,1,3,3,Yes,2.9,1,5,1,0.4987795818741378,2.0
3664,49,Male,Single,Master,Operations,Logistics Coordinator,7.5,3.2,3,9341,4,1,1,2,3,No,4.6,1,4,0,0.8029118938015203,2.0
3665,28,Male,Married,Bachelor,HR,Recruiter,6.0,4.0,0,7635,3,2,3,1,3,Yes,21.7,4,4,0,0.7858546168958743,2.25
3666,34,Male,Single,Master,IT,DevOps Engineer,12.0,1.6,2,14640,1,2,1,1,3,No,13.2,5,4,1,0.819672131147541,1.25
3667,23,Male,Divorced,Master,Finance,Finance Manager,1.0,0.9,1,11050,3,2,3,3,4,No,11.0,1,2,1,0.09049773755656108,2.75
3668,44,Male,Single,Master,Sales,Sales Executive,3.4,2.6,2,9271,2,4,1,2,3,Yes,8.9,2,1,1,0.3667349800453025,2.25
3669,39,Female,Single,Master,Finance,Accountant,6.0,3.8,1,10895,1,2,4,1,3,No,5.8,1,0,1,0.5507113354749885,2.0
3670,33,Male,Divorced,Master,Operations,Supply Chain Analyst,11.0,4.8,2,9371,4,4,4,4,3,Yes,24.0,2,3,0,1.1738341692455447,4.0
3671,23,Female,Single,Bachelor,Sales,Sales Manager,1.0,1.0,1,6812,2,4,1,1,3,Yes,10.6,1,6,1,0.1467997651203758,2.0
3672,58,Female,Single,Bachelor,IT,Data Scientist,6.6,0.5,1,9765,2,1,1,3,3,No,9.9,1,3,1,0.6758832565284177,1.75
3673,32,Male,Single,PhD,HR,HR Business Partner,3.5,0.5,3,9294,1,3,3,1,3,No,8.1,2,1,1,0.37658704540563803,2.0
3674,48,Female,Married,Bachelor,Operations,Operations Manager,4.0,3.3,1,6445,3,3,4,2,3,No,9.9,1,6,1,0.6206361520558572,3.0
3675,51,Female,Single,Bachelor,Sales,Sales Manager,4.5,2.2,0,7521,3,1,4,1,4,No,15.2,2,2,1,0.5983246908655764,2.25
3676,52,Male,Divorced,High School,IT,Data Scientist,19.3,1.5,2,10621,1,4,3,3,3,No,16.9,1,3,1,1.8171546935316825,2.75
3677,39,Male,Married,High School,Operations,Operations Manager,1.9,1.9,0,5105,4,3,2,3,3,No,7.6,1,3,0,0.37218413320274235,3.0
3678,49,Male,Married,Master,HR,HR Manager,4.6,3.8,0,8557,4,1,4,1,3,No,11.0,3,2,1,0.5375715788243542,2.5
3679,56,Female,Married,High School,Operations,Operations Manager,6.3,4.3,5,6759,3,4,3,4,4,No,7.7,3,3,1,0.9320905459387483,3.5
3680,29,Male,Married,Master,Finance,Finance Manager,7.0,1.5,0,12486,2,1,3,4,4,Yes,5.7,3,6,1,0.5606279032516418,2.5
3681,38,Female,Married,Bachelor,Operations,Operations Manager,8.7,1.1,5,7283,3,1,2,4,3,No,9.0,1,3,1,1.1945626802141973,2.5
3682,34,Male,Single,PhD,HR,HR Manager,6.2,4.7,0,10965,4,2,4,3,3,No,1.3,4,4,0,0.5654354765161879,3.25
3683,47,Male,Single,Bachelor,IT,Product Manager,1.7,1.7,1,9172,1,1,2,3,3,Yes,1.7,1,6,1,0.1853467073702573,1.75
3684,35,Male,Married,PhD,IT,Data Scientist,5.9,0.4,1,15627,4,1,4,2,3,No,6.5,2,4,1,0.37755167338580664,2.75
3685,26,Male,Married,PhD,Finance,Finance Manager,0.7,0.7,0,11516,3,4,1,1,2,No,22.2,1,1,1,0.060784994789857584,2.25
3686,23,Male,Married,Bachelor,HR,HR Manager,1.0,1.0,0,6384,3,4,4,1,4,No,13.6,1,3,1,0.15664160401002505,3.0
3687,57,Male,Single,Bachelor,Finance,Finance Manager,7.3,0.4,1,8736,4,3,4,2,3,Yes,12.0,0,1,1,0.8356227106227105,3.25
3688,55,Female,Married,Bachelor,Operations,Supply Chain Analyst,13.5,2.9,0,8423,4,3,3,3,3,No,13.8,1,3,0,1.602754363053544,3.25
3689,26,Female,Married,Bachelor,Operations,Logistics Coordinator,3.6,1.0,0,6351,1,4,1,4,3,No,15.2,2,2,1,0.5668398677373642,2.5
3690,48,Female,Married,Bachelor,IT,DevOps Engineer,13.5,4.7,1,12822,1,1,1,1,4,No,4.1,1,6,1,1.0528778661675247,1.0
3691,47,Male,Single,Bachelor,Finance,Accountant,6.1,3.4,4,8129,3,3,2,3,2,Yes,12.9,1,2,0,0.7503998031738222,2.75
3692,29,Female,Married,Master,Finance,Accountant,1.7,1.7,1,9473,2,3,1,1,3,No,4.4,1,6,1,0.17945740525704632,1.75
3693,23,Female,Single,Master,IT,Data Scientist,1.0,1.0,0,10534,3,2,2,1,3,No,7.3,1,1,1,0.09493070058857034,2.0
3694,23,Male,Single,Bachelor,Finance,Financial Analyst,1.0,1.0,0,8225,3,2,3,4,3,No,9.2,1,4,1,0.12158054711246201,3.0
3695,43,Male,Single,Bachelor,Finance,Accountant,8.5,1.6,0,10197,4,2,1,1,3,No,16.0,2,5,1,0.8335785034814162,2.0
3696,42,Male,Married,High School,IT,Software Engineer,2.3,2.3,1,7082,2,4,1,3,3,No,12.5,0,5,1,0.3247670149675233,2.5
3697,50,Female,Divorced,High School,IT,Data Scientist,12.4,2.9,3,8850,2,3,3,4,3,No,3.0,5,4,1,1.401129943502825,3.0
3698,47,Male,Divorced,Master,Finance,Accountant,2.7,1.3,2,11077,2,1,3,2,3,Yes,8.9,0,1,1,0.2437483073034215,2.0
3699,31,Female,Single,Bachelor,Operations,Supply Chain Analyst,2.8,0.9,2,7150,2,2,3,1,3,Yes,3.1,1,4,1,0.39160839160839156,2.0
3700,23,Female,Married,Master,Sales,Sales Manager,1.0,1.0,0,9175,4,1,2,1,4,No,6.8,1,0,1,0.108991825613079,2.0
3701,33,Male,Single,Bachelor,Operations,Operations Manager,2.2,1.5,1,5459,2,2,3,1,3,Yes,12.4,0,1,1,0.4030042132258656,2.0
3702,46,Female,Single,Bachelor,Operations,Supply Chain Analyst,3.2,3.0,1,7503,4,3,1,2,4,No,1.7,1,0,0,0.4264960682393709,2.5
3703,57,Male,Married,Bachelor,Operations,Supply Chain Analyst,7.7,0.4,2,7433,1,1,4,4,3,Yes,13.4,3,6,1,1.0359208933136015,2.5
3704,42,Male,Single,High School,Sales,Account Manager,7.3,1.9,0,6160,2,4,2,3,3,No,4.8,1,4,1,1.185064935064935,2.75
3705,48,Male,Divorced,Bachelor,Operations,Logistics Coordinator,8.5,1.3,1,7730,4,2,2,4,3,Yes,4.8,1,6,1,1.0996119016817594,3.0
3706,51,Female,Single,Bachelor,HR,Recruiter,9.4,0.9,0,6938,3,3,2,3,3,No,14.9,0,3,0,1.3548573075814356,2.75
3707,32,Male,Divorced,Bachelor,Operations,Supply Chain Analyst,5.4,0.6,5,7606,1,4,1,4,4,Yes,7.9,0,2,1,0.709965816460689,2.5
3708,51,Female,Married,Bachelor,Operations,Supply Chain Analyst,2.7,2.7,0,7045,2,2,2,1,4,Yes,10.4,2,0,1,0.38325053229240597,1.75
3709,56,Female,Married,High School,HR,HR Manager,4.7,2.0,0,6091,3,2,3,2,3,Yes,4.6,0,1,1,0.7716302741750123,2.5
3710,47,Male,Divorced,Bachelor,HR,HR Manager,1.2,1.2,1,6285,4,3,4,2,3,No,0.5,0,6,0,0.1909307875894988,3.25
3711,33,Female,Single,Bachelor,HR,Recruiter,8.2,0.7,0,7939,1,3,3,3,3,Yes,9.0,0,6,0,1.0328756770374101,2.5
3712,39,Male,Married,Master,Sales,Sales Manager,2.0,2.0,1,7979,2,1,2,2,4,No,10.5,1,6,1,0.25065797719012406,1.75
3713,48,Female,Married,Bachelor,IT,DevOps Engineer,5.9,2.6,1,11467,2,4,4,3,4,No,3.2,0,4,0,0.5145199267463155,3.25
3714,52,Female,Single,High School,IT,Product Manager,2.2,0.4,0,6499,2,4,4,2,3,No,5.5,2,3,1,0.3385136174796123,3.0
3715,23,Male,Married,Bachelor,IT,Software Engineer,1.0,1.0,1,8209,3,1,2,3,3,No,16.6,0,0,1,0.12181751735899624,2.25
3716,45,Female,Divorced,Bachelor,Operations,Operations Manager,7.1,1.4,3,6927,4,4,2,4,3,Yes,14.3,1,3,0,1.0249747365381838,3.5
3717,55,Male,Married,Master,Finance,Finance Manager,3.7,0.7,1,10028,2,2,4,1,3,No,5.0,1,6,1,0.36896689270043875,2.25
3718,49,Male,Married,Bachelor,Sales,Account Manager,3.9,3.9,3,7008,2,2,2,3,3,No,13.4,1,1,1,0.5565068493150684,2.25
3719,29,Female,Single,Master,Finance,Finance Manager,3.6,3.6,3,12302,4,3,3,2,4,No,3.8,1,3,1,0.29263534384652906,3.0
3720,43,Female,Single,High School,Sales,Sales Executive,6.6,0.5,0,7006,4,2,3,3,4,No,11.2,4,4,0,0.9420496717099628,3.0
3721,46,Female,Single,Master,HR,HR Manager,8.1,2.2,2,8642,1,1,3,1,3,No,13.0,2,5,1,0.937283036334182,1.5
3722,30,Male,Divorced,Bachelor,Sales,Sales Executive,4.1,2.1,0,7309,2,1,4,1,4,No,4.2,0,6,1,0.5609522506498836,2.0
3723,23,Male,Married,Bachelor,IT,DevOps Engineer,1.0,1.0,0,8849,1,1,3,3,3,No,13.2,0,6,1,0.11300711944852525,2.0
3724,46,Male,Married,Bachelor,Finance,Accountant,3.8,3.8,0,7664,4,1,1,2,2,No,4.0,2,6,0,0.49582463465553234,2.0
3725,41,Male,Single,Bachelor,Finance,Finance Manager,4.2,3.1,0,8230,1,1,2,2,3,No,11.8,1,0,1,0.5103280680437424,1.5
3726,27,Female,Divorced,PhD,HR,HR Manager,5.0,3.1,0,10910,3,1,4,4,3,Yes,8.9,1,1,0,0.458295142071494,3.0
3727,48,Female,Married,PhD,Finance,Accountant,0.7,0.7,0,11732,2,4,2,2,3,No,14.4,0,0,1,0.059665871121718374,2.5
3728,49,Female,Single,High School,HR,Recruiter,9.8,5.9,1,5462,3,2,1,2,3,No,7.1,2,3,0,1.7942145734163313,2.0
3729,44,Male,Married,Bachelor,Finance,Financial Analyst,3.7,2.6,0,8161,3,4,3,1,3,No,11.9,1,1,1,0.45337581178777114,2.75
3730,22,Female,Single,Master,HR,HR Manager,0.0,0.0,0,6987,1,1,1,4,3,No,9.0,1,5,1,0.0,1.75
3731,39,Female,Married,High School,IT,Data Scientist,2.0,0.4,0,7389,3,1,4,3,3,Yes,4.6,2,6,0,0.27067262146433885,2.75
3732,59,Female,Married,Bachelor,Finance,Finance Manager,5.2,2.4,2,9247,3,4,1,4,3,No,20.9,2,5,0,0.5623445441764897,3.0
3733,36,Female,Married,Bachelor,Finance,Accountant,10.1,0.2,1,10473,1,1,4,3,4,No,28.6,3,3,1,0.964384608039721,2.25
3734,51,Male,Divorced,Master,Operations,Logistics Coordinator,11.3,2.2,2,9474,3,2,3,3,2,Yes,5.8,1,3,0,1.1927380198437831,2.75
3735,38,Female,Divorced,Master,Operations,Logistics Coordinator,3.6,2.2,1,7315,2,2,3,3,2,No,2.3,2,4,1,0.49213943950786054,2.5
3736,34,Male,Single,Bachelor,Finance,Financial Analyst,6.5,3.8,0,9442,3,2,2,1,3,No,2.4,1,2,1,0.6884134717220928,2.0
3737,22,Female,Married,Bachelor,IT,Product Manager,0.0,0.0,0,8650,1,2,4,2,3,Yes,6.5,1,4,1,0.0,2.25
3738,33,Male,Single,Master,Operations,Operations Manager,11.0,0.9,0,9535,2,4,3,2,3,No,8.6,1,0,1,1.1536444677503932,2.75
3739,32,Female,Divorced,High School,Finance,Accountant,5.9,5.9,1,5689,4,2,2,4,2,Yes,7.2,3,3,0,1.0370891193531377,3.0
3740,22,Male,Single,Bachelor,HR,HR Manager,0.0,0.0,0,5929,1,3,1,3,3,No,4.9,1,3,1,0.0,2.0
3741,34,Male,Married,Master,Finance,Accountant,3.3,3.3,0,11016,2,4,3,4,3,Yes,1.0,0,0,1,0.2995642701525054,3.25
3742,29,Female,Single,Master,IT,Software Engineer,4.5,4.5,2,12108,2,4,4,1,3,No,3.7,1,4,1,0.3716551040634291,2.75
3743,49,Female,Married,Master,IT,Data Scientist,5.9,1.5,0,13308,1,4,1,4,4,No,27.2,2,5,0,0.4433423504658852,2.5
3744,47,Male,Married,High School,Operations,Operations Manager,6.9,1.2,0,5477,2,2,3,2,3,No,15.5,1,6,1,1.2598137666605806,2.25
3745,45,Female,Divorced,Master,Sales,Sales Executive,5.9,2.0,1,7425,4,2,1,1,2,No,10.3,1,3,0,0.7946127946127947,2.0
3746,40,Female,Married,High School,IT,DevOps Engineer,8.7,3.5,0,6676,1,1,2,1,1,No,2.0,1,4,1,1.3031755542240862,1.25
3747,46,Female,Single,Master,HR,Recruiter,16.7,1.8,5,10347,2,1,2,2,3,Yes,1.7,1,3,1,1.6139943945104862,1.75
3748,44,Female,Married,Bachelor,Sales,Account Manager,3.8,3.1,2,5975,2,4,4,2,2,No,15.0,0,2,1,0.6359832635983264,3.0
3749,33,Male,Married,Bachelor,HR,HR Business Partner,11.0,5.3,2,7314,1,2,2,1,4,Yes,18.3,2,6,1,1.503964998632759,1.5
3750,58,Female,Married,Bachelor,Sales,Sales Manager,6.2,3.9,2,7870,4,4,4,3,3,No,8.5,0,6,0,0.7878017789072427,3.75
3751,27,Male,Divorced,Master,IT,Data Scientist,5.0,0.8,1,11794,3,2,1,4,3,No,13.3,1,0,0,0.42394437849754113,2.5
3752,36,Male,Married,Master,Finance,Finance Manager,2.8,2.8,2,9156,3,2,1,2,3,Yes,3.5,0,5,1,0.3058103975535168,2.0
3753,34,Male,Married,Master,Finance,Accountant,3.4,3.4,3,9846,2,4,4,3,3,Yes,9.0,2,4,1,0.3453178955921186,3.25
3754,51,Male,Married,Bachelor,Finance,Finance Manager,4.7,4.1,0,8931,4,2,1,3,3,Yes,3.2,1,0,0,0.5262568581345874,2.5
3755,43,Female,Married,High School,Operations,Supply Chain Analyst,3.5,3.5,1,3819,1,4,2,1,2,Yes,11.7,1,6,1,0.9164702801780571,2.0
3756,41,Male,Married,Master,Finance,Finance Manager,4.4,2.9,4,10643,4,4,3,4,3,No,3.9,0,6,1,0.41341726956685143,3.75
3757,56,Male,Married,Master,HR,HR Manager,4.6,3.9,4,8061,2,4,3,4,3,No,24.4,1,0,0,0.5706488028780548,3.25
3758,22,Male,Married,Bachelor,IT,DevOps Engineer,0.0,0.0,0,8663,1,4,3,1,3,No,4.3,1,2,1,0.0,2.25
